interval,timestamp,mg1.x,mg1.y,mg1.z
8.0,77130878.59999996,-2489.7926643642422,-99864.86701113038,268666.5256780168
8.0,77130878.64999996,-4229.949960693233,-102090.14148765658,272601.0487192997
8.0,77130878.69999996,-2966.463008374413,-103162.19668203751,273800.9328169522
8.0,77130878.74999996,-2533.1307675895537,-99408.24084021708,267193.1044242421
8.0,77130878.79999995,-6812.784760235037,-107039.43001549636,280547.20541677787
8.0,77130878.84999995,1934.1648959518318,-96986.0778468314,260547.39521210012
8.0,77130878.89999995,-10351.842700360421,-111315.33447984222,286846.351968774
8.0,77130878.94999994,4569.275960850263,-93453.14958711623,255696.86254063022
9.0,77130879.0,17506.299641761787,-102596.83669243797,268142.8457962362
9.0,77130879.05,-23604.200807155892,-100261.40966990004,273272.4562463079
9.0,77130879.1,11823.679184616607,-102231.71714040419,269157.477256893
9.0,77130879.14999999,-15205.93448439693,-99840.29315656639,271048.6179066321
9.0,77130879.19999999,2631.573144960256,-101763.24506812397,270646.25153938425
9.0,77130879.24999999,-5691.971522446691,-99884.12257817583,269972.68330978847
9.0,77130879.29999998,-4030.694556963732,-101006.04245175277,271631.2420293225
9.0,77130879.34999998,-48.49040538053748,-100662.06059171555,270049.62346383027
9.0,77130879.39999998,-6170.586508103497,-99914.61710391527,270125.2784059341
9.0,77130879.44999997,-327.0235209129653,-101918.38946419412,272198.89299783896
9.0,77130879.49999997,-4149.480875498229,-99401.61183498538,268700.8398026845
9.0,77130879.54999997,-3022.0311407123095,-102622.60839490165,273782.0721782891
9.0,77130879.59999996,-2185.143528993483,-99904.20704872918,268894.0512037774
9.0,77130879.64999996,-4500.2471407427165,-101765.92908533219,272094.29279779905
9.0,77130879.69999996,-3252.2533940155604,-102742.9677882184,273336.9977677883
9.0,77130879.74999996,-2714.2119327084165,-99268.46910276316,267203.96810573956
9.0,77130879.79999995,-7077.613949045794,-106737.1423876883,280586.03642688756
9.0,77130879.84999995,1532.6190766627033,-95726.2690286435,260398.33474547492
